City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,Year,Month,Day,DayOfWeek,WeekOfYear,Season,City_enc,Season_enc
Lucknow,2023-09-10,0.13097074992604132,-1.2240111644286649,-0.9280987911388753,-1.097859583127759,-0.5256717966307901,0.21389054063531274,1.6348702697413207,0.2503235266862794,0.4954496832339388,-0.3655153401217812,-0.7068531758179233,-0.9383128675728966,27.8,1.5369130973062815,0.7016472380777846,10,1.5208179309921928,36,Monsoon,0.8606627798318077,-1.1459731926848022
Mumbai,2017-05-10,-0.6358328989157506,-1.1703753559774763,-1.029544396286257,-1.0276423861671589,1.021408392370811,0.38232804197755077,1.719345658363308,1.3322239872728616,-0.22305004519471952,1.167056369229989,-0.8098222400558279,-0.6726371940597953,20.41,-0.7926843622323523,-0.4533276394165112,10,-0.49177775615422775,19,Spring,1.2079282655612331,-0.348718988785538
Kolkata,2018-07-18,-0.20074529501001764,-0.584120701008812,-0.14419911308865324,-0.9605721202813287,-0.10410577567638916,-0.45438348710273785,-0.37116205956062504,1.551022542680829,-0.38861043999912576,-0.8957039712102989,-0.34689641162920165,0.1614810205276641,28.45,-0.4044181189759133,0.12415979933063673,18,-0.49177775615422775,29,Summer,0.5133972941023823,0.44853521511372624
Bengaluru,2018-02-04,-0.36127945751759477,-1.28348026082348,2.472131812101156,-0.14903182763064957,1.1102247319805896,1.2520781266625103,1.4165062750210164,-0.1087123559905763,-0.615673869005451,-0.9339820598103528,1.035965926950283,-0.9531491023607462,22.1,-0.4044181189759133,-1.3195587975372332,4,1.5208179309921928,5,Winter,-1.2229301345447445,1.2457894190129903
Hyderabad,2017-12-31,-0.28851161376161616,-0.7980490207526559,0.8747092579856582,2.3559092737136047,0.9581860919616363,0.27097013282324983,0.22774028460944146,-0.665373272101501,-0.35099826651909305,0.6718000590599805,-0.8035419622262061,0.30178992308661556,39.53,-0.7926843622323523,1.5678783961985066,31,1.5208179309921928,52,Winter,-0.18113367735646838,1.2457894190129903
Pune,2023-06-20,0.866556054329516,-1.1241467241271943,-0.47517056257929724,-0.5916485698032619,1.7086359478853346,0.15327159011354205,-0.9053689363070545,-0.2003554745652209,-0.3628747466660726,1.2871918454717182,0.14847720120820068,0.34784389276425026,33.43,1.5369130973062815,-0.16458392004293723,20,-0.9949266779408329,25,Summer,1.5551937512906584,0.44853521511372624
Bengaluru,2019-06-27,-0.5128621868302864,0.3061516871994645,-0.24594882165720894,2.3559092737136047,-0.9852001563407792,-0.83090188825537,-0.27127899081911355,-0.5992390712127936,-1.0400005780022552,-1.0481629238889627,-0.7846701738314801,-0.7716204324144694,44.34,-0.016151875719474358,-0.16458392004293723,27,0.011371165632377365,26,Summer,-1.2229301345447445,0.44853521511372624
Lucknow,2020-12-09,-1.0877868131092705,0.23842700091930116,-0.760040106196413,-1.1497583804216578,-0.9467148079939641,-0.503054581109927,-0.2819017286702173,-0.7545102981341841,-0.4485409279656306,0.5751826176750245,-0.9511959049413737,-0.5386980550623314,25.36,0.3721143675369646,1.5678783961985066,9,-0.49177775615422775,50,Winter,0.8606627798318077,1.2457894190129903
Kolkata,2016-04-11,2.031205663604934,-0.23932073024213998,-0.9345700563350051,2.3559092737136047,-1.0308686921055177,-0.44924783809958,0.7156644848301863,-0.13854354165366847,-0.8517723616731824,-0.4825592596729108,2.2798234433488895,2.172580173814376,62.6,-1.1809506054887913,-0.7420713587900851,11,-1.498075599727438,15,Spring,0.5133972941023823,-0.348718988785538
Delhi,2018-05-23,-0.3670571800709013,-1.2908632299687428,-0.3755580948668978,-0.9269339068937476,2.135174769910288,0.45142826941149816,2.4047533578847267,0.2109401855863079,-0.24490444618265078,0.30498863339029014,0.05931555321343381,0.524372909922119,23.06,-0.4044181189759133,-0.4533276394165112,23,-0.49177775615422775,21,Spring,-0.5283991630858937,-0.348718988785538
